# Estación meteorológica Xalapa-Enríquez, México, WMO_ID=76688, selección desde 01.01.2014 hasta 03.10.2014, todos los días
# Codificación: UTF-8
# Los datos han sido presentados por el sitio web "Real pronóstico", rp5.ru 
# Por favor, al utilizar los datos mencione este sitio.
# Determinación de los parámetros meteorológicos en el enlace: http://dev.rp5.ru.local/archive.php?wmo_id=27612&lang=en http://rp5.ru/archive.php?wmo_id=76688&lang=es
#
"Hora local en Xalapa-Enríquez";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.08.2014 22:00";"19.7";"650.7";"762.5";"1.2";"87";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.08.2014 19:00";"23.2";"649.5";"759.7";"";"86";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"14.6";"28.3";"";"";"";"";"";"";"20.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.08.2014 13:00";"26.1";"651.1";"760.5";"0.1";"54";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"14.6";"26.7";"";"";"";"";"";"";"16.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.08.2014 10:00";"22.6";"651.0";"761.7";"0.8";"68";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.08.2014 07:00";"14.9";"650.2";"764.0";"0.3";"97";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"14.7";"";"";"";"";"";"";"";"14.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.08.2014 04:00";"14.9";"649.9";"763.6";"-1.2";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.08.2014 01:00";"15.8";"651.1";"764.6";"0.0";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"15.8";"28.6";"";"";"";"";"";"";"15.6";"4.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.08.2014 22:00";"16.4";"651.1";"764.2";"1.1";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"3.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.08.2014 19:00";"17.3";"650.0";"762.7";"";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"15.8";"28.6";"";"";"";"";"";"";"17.2";"13.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.08.2014 13:00";"27.2";"651.3";"760.2";"-0.5";"48";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"15.8";"27.5";"";"";"";"";"";"";"15.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.08.2014 10:00";"20.8";"651.8";"763.4";"0.4";"76";"Viento procedente del oestenoroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.08.2014 07:00";"16.1";"651.4";"764.8";"0.5";"97";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"15.8";"27.3";"";"";"";"";"";"";"15.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.08.2014 04:00";"16.6";"650.9";"764.1";"-2.0";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.08.2014 01:00";"16.7";"652.9";"766.4";"0.2";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"14.7";"27.3";"";"";"";"";"";"";"16.5";"8.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.08.2014 22:00";"18.1";"652.7";"765.5";"1.6";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"6.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.08.2014 19:00";"20.9";"651.1";"762.4";"";"86";"Viento procedente del este";"2";"";"";"";" ";"";"";"14.7";"27.3";"";"";"";"";"";"";"18.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.08.2014 13:00";"26.0";"652.3";"761.9";"-0.3";"49";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"14.7";"26.4";"";"";"";"";"";"";"14.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.08.2014 10:00";"21.1";"652.6";"764.2";"1.0";"62";"Viento procedente del oestenoroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.08.2014 07:00";"15.3";"651.6";"765.4";"0.1";"91";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.7";"";"";"";"";"";"";"";"13.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.08.2014 04:00";"14.9";"651.5";"765.5";"-1.4";"93";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.08.2014 01:00";"16.3";"652.9";"766.6";"0.6";"84";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"14.3";"27.9";"";"";"";"";"";"";"13.6";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.08.2014 22:00";"17.8";"652.3";"765.3";"";"85";"Viento procedente del noroeste";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.08.2014 16:00";"25.1";"651.7";"761.4";"-1.0";"59";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.08.2014 13:00";"26.4";"652.7";"762.1";"0.0";"54";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"14.3";"27.9";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.08.2014 10:00";"23.2";"652.7";"763.4";"1.0";"60";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.08.2014 07:00";"14.4";"651.7";"765.9";"0.7";"97";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.3";"27.0";"";"";"";"";"";"";"13.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.08.2014 04:00";"15.4";"651.0";"764.7";"-0.8";"97";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.08.2014 01:00";"17.0";"651.8";"764.9";"-0.2";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.8";"27.0";"";"";"";"";"";"";"16.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.08.2014 22:00";"18.5";"652.0";"764.5";"1.6";"96";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.08.2014 19:00";"20.4";"650.4";"761.8";"-0.1";"89";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"13.8";"27.0";"";"";"";"";"";"";"18.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.08.2014 16:00";"25.9";"650.5";"759.9";"-1.4";"58";"Viento procedente del sudeste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.08.2014 13:00";"24.2";"651.9";"762.1";"";"62";"Viento procedente del sudeste";"3";"";"";"";" ";"";"";"13.8";"25.4";"";"";"";"";"";"";"16.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.08.2014 07:00";"13.9";"650.8";"765.0";"0.0";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"13.9";"28.3";"";"";"";"";"";"";"13.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.08.2014 04:00";"14.6";"650.8";"764.7";"-1.0";"98";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.08.2014 01:00";"16.2";"651.8";"765.4";"0.5";"98";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"13.6";"28.3";"";"";"";"";"";"";"15.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.08.2014 22:00";"17.2";"651.3";"764.3";"1.4";"99";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.08.2014 19:00";"20.9";"649.9";"761.2";"-0.6";"82";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"13.6";"28.3";"";"";"";"";"";"";"17.7";"0.8";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.08.2014 16:00";"20.8";"650.5";"761.8";"-0.7";"92";"Viento procedente del estenoreste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.08.2014 13:00";"26.6";"651.2";"760.3";"-0.3";"49";"Viento procedente del estenoreste";"2";"";"";"";" ";"";"";"13.6";"27.1";"";"";"";"";"";"";"15.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.08.2014 10:00";"23.0";"651.5";"762.1";"0.4";"64";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.08.2014 07:00";"14.0";"651.1";"765.3";"0.5";"88";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"13.9";"28.3";"";"";"";"";"";"";"12.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.08.2014 04:00";"15.0";"650.6";"764.4";"-1.1";"92";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.08.2014 01:00";"15.9";"651.7";"765.2";"0.1";"93";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"14.9";"28.3";"";"";"";"";"";"";"14.8";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.08.2014 22:00";"17.8";"651.6";"764.3";"1.3";"92";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.08.2014 19:00";"23.4";"650.3";"760.5";"0.0";"69";"Viento procedente del este";"2";"";"";"";" ";"";"";"14.9";"28.3";"";"";"";"";"";"";"17.3";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.08.2014 16:00";"20.9";"650.3";"761.5";"-0.8";"86";"Viento procedente del nornoreste";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.08.2014 13:00";"26.5";"651.1";"760.2";"-0.4";"50";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"14.9";"27.4";"";"";"";"";"";"";"15.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.08.2014 10:00";"23.3";"651.5";"762.0";"0.9";"60";"Viento procedente del norte";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.08.2014 07:00";"15.3";"650.6";"764.2";"-0.2";"94";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"15.3";"29.4";"";"";"";"";"";"";"14.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.08.2014 04:00";"17.6";"650.8";"763.5";"-0.7";"94";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.08.2014 01:00";"18.6";"651.5";"763.9";"0.4";"95";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"14.0";"29.4";"";"";"";"";"";"";"17.7";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.08.2014 22:00";"20.7";"651.1";"762.5";"1.2";"95";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.08.2014 19:00";"22.1";"649.9";"760.6";"";"84";"Viento procedente del este";"2";"";"";"";" ";"";"";"14.0";"29.4";"";"";"";"";"";"";"19.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.08.2014 13:00";"27.7";"650.9";"759.5";"-0.3";"43";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"14.0";"27.7";"";"";"";"";"";"";"14.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.08.2014 10:00";"24.9";"651.2";"761.0";"0.7";"38";"Viento procedente del sudeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.08.2014 07:00";"14.1";"650.5";"764.7";"0.0";"88";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.0";"28.7";"";"";"";"";"";"";"12.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.08.2014 04:00";"16.0";"650.5";"763.9";"-1.1";"93";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.08.2014 01:00";"19.4";"651.6";"763.6";"0.5";"98";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"15.4";"28.7";"";"";"";"";"";"";"19.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.07.2014 22:00";"20.3";"651.1";"762.7";"0.9";"96";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.07.2014 19:00";"24.2";"650.2";"760.2";"-0.5";"79";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"15.4";"28.7";"";"";"";"";"";"";"20.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.07.2014 16:00";"28.0";"650.7";"759.1";"-0.7";"51";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.07.2014 13:00";"27.0";"651.4";"760.3";"0.0";"48";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"15.4";"27.0";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.07.2014 10:00";"23.1";"651.4";"762.0";"0.6";"63";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.07.2014 07:00";"15.6";"650.8";"764.4";"-0.2";"96";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"15.6";"28.2";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.07.2014 04:00";"17.6";"651.0";"763.7";"-1.3";"99";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.07.2014 01:00";"18.8";"652.3";"764.7";"0.4";"97";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"14.8";"28.2";"";"";"";"";"";"";"18.3";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.07.2014 22:00";"20.2";"651.9";"763.7";"1.1";"94";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.07.2014 19:00";"23.8";"650.8";"761.0";"-0.4";"73";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"14.8";"28.2";"";"";"";"";"";"";"18.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.07.2014 16:00";"27.1";"651.2";"760.1";"-1.1";"58";"Viento procedente del sudeste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.07.2014 13:00";"25.8";"652.3";"761.8";"-0.6";"53";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"14.8";"25.9";"";"";"";"";"";"";"15.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.07.2014 10:00";"20.7";"652.9";"764.7";"0.6";"73";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.07.2014 07:00";"15.0";"652.3";"766.4";"-0.3";"92";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"15.0";"27.4";"";"";"";"";"";"";"13.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.07.2014 04:00";"15.6";"652.6";"766.6";"-0.9";"96";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.07.2014 01:00";"17.3";"653.5";"766.8";"0.6";"99";"Calma, escampado";"0";"";"";"";" ";"";"";"13.9";"27.4";"";"";"";"";"";"";"17.2";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.07.2014 22:00";"18.0";"652.9";"765.7";"1.1";"96";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.07.2014 19:00";"20.9";"651.8";"763.3";"-0.4";"86";"Viento procedente del este";"2";"";"";"";" ";"";"";"13.9";"27.4";"";"";"";"";"";"";"18.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.07.2014 16:00";"26.4";"652.2";"761.5";"-0.3";"60";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.07.2014 13:00";"26.4";"652.5";"762.0";"-0.7";"50";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"13.9";"27.4";"";"";"";"";"";"";"15.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.07.2014 10:00";"21.8";"653.2";"764.6";"0.4";"68";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.07.2014 07:00";"15.0";"652.8";"766.9";"0.2";"92";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"13.9";"";"";"";"";"";"";"";"13.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.07.2014 04:00";"15.1";"652.6";"766.8";"-0.9";"90";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.07.2014 01:00";"14.6";"653.5";"768.0";"0.4";"96";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.7";"27.9";"";"";"";"";"";"";"14.0";"0.8";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.07.2014 22:00";"15.6";"653.1";"767.0";"0.6";"96";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"0.8";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.07.2014 19:00";"16.0";"652.5";"766.1";"0.0";"96";"Viento procedente del oestenoroeste";"3";"";"";"";" ";"";"";"13.7";"27.9";"";"";"";"";"";"";"15.3";"12.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.07.2014 16:00";"24.9";"652.5";"762.4";"-1.3";"66";"Viento procedente del este";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.07.2014 13:00";"26.0";"653.8";"763.6";"0.1";"53";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"13.7";"26.6";"";"";"";"";"";"";"15.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.07.2014 10:00";"23.1";"653.7";"764.6";"0.9";"57";"Viento procedente del nornoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.07.2014 07:00";"13.9";"652.8";"767.4";"0.5";"88";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.7";"28.4";"";"";"";"";"";"";"12.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.07.2014 04:00";"14.4";"652.3";"766.7";"-1.1";"98";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.07.2014 01:00";"17.0";"653.4";"766.8";"0.2";"99";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"15.5";"28.4";"";"";"";"";"";"";"16.8";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.07.2014 22:00";"18.8";"653.2";"765.8";"1.5";"96";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.07.2014 19:00";"22.6";"651.7";"762.5";"-0.6";"81";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"15.5";"28.4";"";"";"";"";"";"";"19.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.07.2014 16:00";"25.2";"652.3";"762.1";"-0.9";"66";"Viento procedente del sudeste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
